Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11.0,20.0,3.0,70.0,11200.0,1.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,5.0,1965.0,1965.0,3.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,906.0,5.0,0.0,134.0,1040.0,1.0,0.0,1.0,4.0,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,6.0,0.0,5.0,5.0,1965.0,2.0,1.0,384.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,8.0,4.0,129500.0
12.0,60.0,3.0,85.0,11924.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,9.0,5.0,2005.0,2006.0,3.0,1.0,14.0,15.0,3.0,286.0,0.0,4.0,2.0,0.0,3.0,3.0,2.0,998.0,5.0,0.0,177.0,1175.0,1.0,0.0,1.0,4.0,1182.0,1142.0,0.0,2324.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,11.0,6.0,2.0,2.0,3.0,2005.0,0.0,3.0,736.0,4.0,4.0,2.0,147.0,21.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,6.0,5.0,345000.0
13.0,20.0,3.0,1967.0,12968.0,1.0,1.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,6.0,1962.0,1962.0,3.0,1.0,6.0,10.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,737.0,5.0,0.0,175.0,912.0,1.0,4.0,1.0,4.0,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,0.0,5.0,5.0,1962.0,2.0,1.0,352.0,4.0,4.0,2.0,140.0,0.0,0.0,0.0,176.0,0.0,0.0,9.0,2008.0,8.0,4.0,144000.0
14.0,20.0,3.0,91.0,10652.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,7.0,5.0,2006.0,2007.0,1.0,1.0,12.0,13.0,3.0,306.0,2.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,1494.0,1494.0,1.0,0.0,1.0,4.0,1494.0,0.0,0.0,1494.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,6.0,1.0,2.0,1.0,2006.0,1.0,3.0,840.0,4.0,4.0,2.0,160.0,33.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,6.0,5.0,279500.0
15.0,20.0,3.0,1.0,10920.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,2.0,6.0,5.0,1960.0,1960.0,3.0,1.0,8.0,8.0,1.0,212.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,733.0,5.0,0.0,520.0,1253.0,1.0,4.0,1.0,4.0,1253.0,0.0,0.0,1253.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,1960.0,1.0,1.0,352.0,4.0,4.0,2.0,0.0,213.0,176.0,0.0,0.0,0.0,0.0,5.0,2008.0,8.0,4.0,157000.0
16.0,45.0,4.0,51.0,6120.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,7.0,8.0,1929.0,2001.0,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,832.0,832.0,1.0,0.0,1.0,0.0,854.0,0.0,0.0,854.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,0.0,5.0,5.0,1991.0,2.0,2.0,576.0,4.0,4.0,2.0,48.0,112.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,8.0,4.0,132000.0
17.0,20.0,3.0,6.0,11241.0,1.0,0.0,3.0,0.0,1.0,0.0,12.0,2.0,2.0,0.0,2.0,6.0,7.0,1970.0,1970.0,1.0,1.0,13.0,14.0,1.0,180.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,578.0,5.0,0.0,426.0,1004.0,1.0,0.0,1.0,4.0,1004.0,0.0,0.0,1004.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,1.0,4.0,1.0,1970.0,0.0,2.0,480.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,3.0,2010.0,8.0,4.0,149000.0
18.0,90.0,3.0,72.0,10791.0,1.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,2.0,2.0,4.0,5.0,1967.0,1967.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,3.0,4.0,4.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1296.0,0.0,0.0,1296.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,6.0,6.0,0.0,5.0,4.0,1967.0,2.0,2.0,516.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,10.0,2006.0,8.0,4.0,90000.0
19.0,20.0,3.0,66.0,13695.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,5.0,2.0,0.0,2.0,5.0,5.0,2004.0,2004.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,646.0,5.0,0.0,468.0,1114.0,1.0,0.0,1.0,4.0,1114.0,0.0,0.0,1114.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,6.0,6.0,0.0,5.0,5.0,2004.0,2.0,2.0,576.0,4.0,4.0,2.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,8.0,4.0,159000.0
20.0,20.0,3.0,70.0,7560.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,6.0,1958.0,1965.0,3.0,1.0,3.0,10.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,504.0,5.0,0.0,525.0,1029.0,1.0,4.0,1.0,4.0,1339.0,0.0,0.0,1339.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,2.0,0.0,5.0,1.0,1958.0,2.0,1.0,294.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,0.0,0.0,139000.0
21.0,60.0,3.0,101.0,14215.0,1.0,0.0,3.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,5.0,8.0,5.0,2005.0,2006.0,1.0,1.0,12.0,13.0,1.0,380.0,2.0,4.0,2.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0,1158.0,1158.0,1.0,0.0,1.0,4.0,1158.0,1218.0,0.0,2376.0,0.0,0.0,3.0,1.0,4.0,1.0,2.0,9.0,6.0,1.0,2.0,3.0,2005.0,1.0,3.0,853.0,4.0,4.0,2.0,240.0,154.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,6.0,5.0,325300.0
22.0,45.0,4.0,57.0,7449.0,1.0,3.0,0.0,0.0,4.0,0.0,9.0,2.0,2.0,0.0,1.0,7.0,7.0,1930.0,1950.0,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,637.0,637.0,1.0,0.0,1.0,1.0,1108.0,0.0,0.0,1108.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,6.0,6.0,1.0,2.0,1.0,1930.0,2.0,1.0,280.0,4.0,4.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,6.0,2007.0,8.0,4.0,139400.0
23.0,20.0,3.0,75.0,9742.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,8.0,5.0,2002.0,2002.0,3.0,1.0,12.0,13.0,1.0,281.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1777.0,1777.0,1.0,0.0,1.0,4.0,1795.0,0.0,0.0,1795.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,6.0,1.0,2.0,1.0,2002.0,1.0,2.0,534.0,4.0,4.0,2.0,171.0,159.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,8.0,4.0,230000.0
24.0,120.0,4.0,44.0,4224.0,1.0,3.0,3.0,0.0,4.0,0.0,10.0,2.0,2.0,4.0,2.0,5.0,7.0,1976.0,1976.0,1.0,1.0,5.0,5.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,840.0,5.0,0.0,200.0,1040.0,1.0,4.0,1.0,4.0,1060.0,0.0,0.0,1060.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,6.0,1.0,4.0,1.0,1976.0,2.0,2.0,572.0,4.0,4.0,2.0,100.0,110.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,8.0,4.0,129900.0
25.0,20.0,3.0,168500.0,8246.0,1.0,0.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,8.0,1968.0,2001.0,1.0,1.0,9.0,10.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,188.0,0.0,668.0,204.0,1060.0,1.0,0.0,1.0,4.0,1060.0,0.0,0.0,1060.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,6.0,6.0,1.0,4.0,1.0,1968.0,2.0,1.0,270.0,4.0,4.0,2.0,406.0,90.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8.0,4.0,154000.0
26.0,20.0,3.0,110.0,14230.0,1.0,3.0,3.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,2.0,8.0,5.0,2007.0,2007.0,1.0,1.0,12.0,13.0,3.0,640.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1566.0,1566.0,1.0,0.0,1.0,4.0,1600.0,0.0,0.0,1600.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,6.0,1.0,2.0,1.0,2007.0,1.0,3.0,890.0,4.0,4.0,2.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,8.0,4.0,256300.0
27.0,20.0,3.0,60.0,7200.0,1.0,3.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,7.0,1951.0,2000.0,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,234.0,4.0,486.0,180.0,900.0,1.0,4.0,1.0,4.0,900.0,0.0,0.0,900.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,5.0,6.0,0.0,5.0,5.0,2005.0,2.0,2.0,576.0,4.0,4.0,2.0,222.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8.0,4.0,134800.0
28.0,20.0,3.0,98.0,11478.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,2.0,8.0,5.0,2007.0,2008.0,1.0,1.0,12.0,13.0,3.0,200.0,2.0,4.0,2.0,0.0,3.0,3.0,2.0,1218.0,5.0,0.0,486.0,1704.0,1.0,0.0,1.0,4.0,1704.0,0.0,0.0,1704.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,6.0,1.0,2.0,1.0,2008.0,1.0,3.0,772.0,4.0,4.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8.0,4.0,306000.0
29.0,20.0,3.0,47.0,16321.0,1.0,0.0,3.0,0.0,1.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,6.0,1957.0,1997.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,1277.0,5.0,0.0,207.0,1484.0,1.0,4.0,1.0,4.0,1600.0,0.0,0.0,1600.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,6.0,6.0,2.0,2.0,1.0,1957.0,1.0,1.0,319.0,4.0,4.0,2.0,288.0,258.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,8.0,4.0,207500.0
30.0,30.0,4.0,60.0,6324.0,1.0,0.0,3.0,0.0,4.0,0.0,3.0,1.0,7.0,0.0,2.0,4.0,6.0,1927.0,1950.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,520.0,520.0,1.0,1.0,0.0,4.0,520.0,0.0,0.0,520.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,6.0,0.0,5.0,5.0,1920.0,2.0,1.0,240.0,1.0,4.0,2.0,49.0,0.0,87.0,0.0,0.0,0.0,0.0,5.0,2008.0,8.0,4.0,68500.0
31.0,70.0,0.0,50.0,8500.0,1.0,3.0,3.0,0.0,4.0,0.0,9.0,1.0,2.0,0.0,5.0,4.0,4.0,1920.0,1950.0,2.0,1.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,649.0,649.0,1.0,4.0,0.0,4.0,649.0,668.0,0.0,1317.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,6.0,0.0,5.0,5.0,1920.0,2.0,1.0,250.0,4.0,1.0,0.0,0.0,54.0,172.0,0.0,0.0,0.0,0.0,7.0,2008.0,8.0,4.0,40000.0
32.0,20.0,3.0,3.0,8544.0,1.0,0.0,3.0,0.0,1.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,6.0,1966.0,2006.0,1.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,1228.0,1228.0,1.0,2.0,1.0,4.0,1228.0,0.0,0.0,1228.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,6.0,6.0,0.0,5.0,1.0,1966.0,2.0,1.0,271.0,4.0,4.0,2.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,8.0,4.0,149350.0
33.0,20.0,3.0,85.0,11049.0,1.0,3.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,2.0,8.0,5.0,2007.0,2007.0,1.0,1.0,12.0,13.0,2.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0,1234.0,1234.0,1.0,0.0,1.0,4.0,1234.0,0.0,0.0,1234.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,6.0,0.0,5.0,1.0,2007.0,1.0,2.0,484.0,4.0,4.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,8.0,4.0,179900.0
34.0,20.0,3.0,70.0,10552.0,1.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,5.0,1959.0,1959.0,3.0,1.0,3.0,3.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,1018.0,5.0,0.0,380.0,1398.0,1.0,2.0,1.0,4.0,1700.0,0.0,0.0,1700.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,6.0,6.0,1.0,2.0,1.0,1959.0,1.0,2.0,447.0,4.0,4.0,2.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,8.0,4.0,165500.0
35.0,120.0,3.0,60.0,7313.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,4.0,2.0,9.0,5.0,2005.0,2005.0,3.0,1.0,8.0,8.0,1.0,246.0,0.0,4.0,2.0,0.0,3.0,3.0,2.0,1153.0,5.0,0.0,408.0,1561.0,1.0,0.0,1.0,4.0,1561.0,0.0,0.0,1561.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,6.0,1.0,2.0,1.0,2005.0,0.0,2.0,556.0,4.0,4.0,2.0,203.0,47.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,8.0,4.0,277500.0
36.0,60.0,3.0,108.0,13418.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,8.0,5.0,2004.0,2005.0,1.0,1.0,12.0,13.0,3.0,132.0,2.0,4.0,2.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0,1117.0,1117.0,1.0,0.0,1.0,4.0,1132.0,1320.0,0.0,2452.0,0.0,0.0,3.0,1.0,4.0,1.0,2.0,9.0,6.0,1.0,2.0,3.0,2004.0,0.0,3.0,691.0,4.0,4.0,2.0,113.0,32.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,8.0,4.0,309000.0
37.0,20.0,3.0,112.0,10859.0,1.0,3.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,2.0,5.0,5.0,1994.0,1995.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1097.0,1097.0,1.0,0.0,1.0,4.0,1097.0,0.0,0.0,1097.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,6.0,0.0,5.0,1.0,1995.0,2.0,2.0,672.0,4.0,4.0,2.0,392.0,64.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,8.0,4.0,145000.0
38.0,20.0,3.0,74.0,8532.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,6.0,1954.0,1990.0,3.0,1.0,13.0,14.0,1.0,650.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,1213.0,5.0,0.0,84.0,1297.0,1.0,2.0,1.0,4.0,1297.0,0.0,0.0,1297.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,5.0,6.0,1.0,4.0,1.0,1954.0,0.0,2.0,498.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,8.0,4.0,153000.0
39.0,20.0,3.0,68.0,7922.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,7.0,1953.0,2007.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,731.0,5.0,0.0,326.0,1057.0,1.0,4.0,1.0,4.0,1057.0,0.0,0.0,1057.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,5.0,6.0,0.0,5.0,5.0,1953.0,2.0,1.0,246.0,4.0,4.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,8.0,0.0,109000.0
40.0,90.0,3.0,65.0,6040.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,2.0,2.0,4.0,5.0,1955.0,1955.0,1.0,1.0,0.0,10.0,2.0,0.0,3.0,4.0,2.0,4.0,4.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,1152.0,0.0,0.0,1152.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,6.0,6.0,0.0,5.0,6.0,9.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,8.0,1.0,82000.0
